ARO Term,Human accessibility,Mobility,Human pathogenicity,Clinical availability,risk,Rank,ARG Class
QnrB58,0.002939155,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB49,0.003313193,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB3,0.00226385,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB26,0.003157773,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB13,0.025827026,0,1,737,0,RI=0,fluoroquinolone antibiotic
QnrS3,0.026163072,4,0,737,0,RI=0,fluoroquinolone antibiotic
QnrS8,0.025939636,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrS12,0.014553934,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrA7,0,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB21,0.002044458,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB25,0.00253972,0,0.5,737,0,RI=0,fluoroquinolone antibiotic
QnrB11,0,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB69,0.000394574,0,1,737,0,RI=0,fluoroquinolone antibiotic
QnrB62,0.001206914,0,1,737,0,RI=0,fluoroquinolone antibiotic
QnrB36,0.002792207,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB72,0.001256209,0,0.964285714,737,0,RI=0,fluoroquinolone antibiotic
QnrB66,0.001511056,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB42,0.001273508,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB55,0,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB18,0.002166627,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB12,0,7,0.777777778,737,0,RI=0,fluoroquinolone antibiotic
QnrB34,0,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB8,0.001218796,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB70,0.001451235,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB37,6.54207E-05,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB35,0.005450614,0,1,737,0,RI=0,fluoroquinolone antibiotic
QnrB60,0.005010581,0,1,737,0,RI=0,fluoroquinolone antibiotic
QnrB31,0,5,0.666666667,737,0,RI=0,fluoroquinolone antibiotic
QnrB45,0.003701579,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrS9,0.025389576,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrS7,0.027011465,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB43,0.025097691,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB57,0.040250817,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB24,0.012181103,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrS10,0.028209331,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrS15,0.025873534,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrA4,0,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrVC7,0,1,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB46,8.41245E-05,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrA3,0,5,0.095238095,737,0,RI=0,fluoroquinolone antibiotic
QnrA6,0,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB74,0.000168465,0,0,737,0,RI=0,fluoroquinolone antibiotic
tetX,17.86342492,24,0.115384615,690.1975648,34142.65581,Q1,tetracycline antibiotic
Tet(X4),2.549219687,27,0.708860759,690.1975648,33674.82801,Q1,tetracycline antibiotic
Tet(X3),2.672102958,22,0.636363636,690.1975648,25819.90537,Q1,tetracycline antibiotic
mepA,0.084145799,5,0.985272459,690.1975648,286.1094533,Q2,tetracycline antibiotic
mepR,0.046788269,9,0.970972424,690.1975648,282.2018196,Q2,tetracycline antibiotic
adeB,0.006499573,30,0.95,690.1975648,127.8507006,Q2,tetracycline antibiotic
adeR,0.004134657,18,0.996884735,690.1975648,51.20712034,Q2,tetracycline antibiotic
adeA,0.001942054,20,0.987951807,690.1975648,26.48503492,Q3,tetracycline antibiotic
adeS,0.001452151,20,1,690.1975648,20.04542665,Q3,tetracycline antibiotic
adeC,0.001554447,14,0.988,690.1975648,14.84001606,Q3,tetracycline antibiotic
Escherichia coli mdfA,8.929104642,0,0.876419898,689.8304412,0,RI=0,Multidrug
tetO,57.86410871,35,0.76076555,688.9736842,1061526.364,Q1,tetracycline antibiotic
tetM,8.691221139,135,0.831989247,688.9736842,672566.0116,Q1,tetracycline antibiotic
emrY,9.556792064,63,0.968457368,688.9736842,401731.446,Q1,tetracycline antibiotic
tetQ,183.3027918,16,0.181818182,688.9736842,367391.4176,Q1,tetracycline antibiotic
tet(W/N/W),13.81033157,96,0.357723577,688.9736842,326757.4798,Q1,tetracycline antibiotic
emrK,10.28332826,46,0.976237624,688.9736842,318163.0245,Q1,tetracycline antibiotic
tet(B),3.735534965,141,0.860667634,688.9736842,312327.3555,Q1,tetracycline antibiotic
tet(A),1.488587639,161,0.895076675,688.9736842,147796.1626,Q1,tetracycline antibiotic
tet(40),23.54252436,4,0.615384615,688.9736842,39926.59629,Q1,tetracycline antibiotic
tet(K),3.897272954,12,0.864864865,688.9736842,27867.17584,Q1,tetracycline antibiotic
tet(L),0.839715663,48,0.460122699,688.9736842,12777.6146,Q1,tetracycline antibiotic
tetW,51.31790229,24,0.009090909,688.9736842,7714.185646,Q1,tetracycline antibiotic
tet(C),0.193933084,51,0.617391304,688.9736842,4207.123123,Q1,tetracycline antibiotic
tet(D),0.055652543,157,0.508064516,688.9736842,3058.483636,Q1,tetracycline antibiotic
tetA(P),0.518034517,3,0.757575758,688.9736842,811.1639762,Q1,tetracycline antibiotic
tet32,13.14896438,1,0.083333333,688.9736842,754.9408694,Q1,tetracycline antibiotic
tetS,0.045809522,23,0.512195122,688.9736842,371.8105175,Q2,tetracycline antibiotic
tetU,0.097009647,5,1,688.9736842,334.1854691,Q2,tetracycline antibiotic
tet(42),0.22003954,5,0.375,688.9736842,284.2527239,Q2,tetracycline antibiotic
tet(38),0.057757299,6,0.968115942,688.9736842,231.1469312,Q2,tetracycline antibiotic
tetB(P),0.225755285,10,0.042168675,688.9736842,65.58892498,Q2,tetracycline antibiotic
tet(33),0.094806192,7,0.111111111,688.9736842,50.8036443,Q2,tetracycline antibiotic
tet(E),0.0011877,43,0.981723238,688.9736842,34.54353178,Q2,tetracycline antibiotic
tet(J),0.02294778,2,0.974358974,688.9736842,30.81004204,Q2,tetracycline antibiotic
tet(39),0.004115066,17,0.617647059,688.9736842,29.76931041,Q2,tetracycline antibiotic
tetB(60),0.096512597,2,0.2,688.9736842,26.59785573,Q3,tetracycline antibiotic
tetA(60),0.088638639,1,0.363636364,688.9736842,22.20715997,Q3,tetracycline antibiotic
tet(45),0.000152253,47,0.444191344,688.9736842,2.189959744,Q3,tetracycline antibiotic
tet(Z),0.001424223,3,0.611111111,688.9736842,1.798962918,Q3,tetracycline antibiotic
tap,0.005266453,2,0.222222222,688.9736842,1.612643387,Q4,tetracycline antibiotic
tet(59),0.000208797,11,0.413793103,688.9736842,0.65478969,Q4,tetracycline antibiotic
tet(41),0.000373505,2,0.83,688.9736842,0.427176481,Q4,tetracycline antibiotic
tet(G),0.004711673,1,0.090909091,688.9736842,0.295110792,Q4,tetracycline antibiotic
tet(Y),6.05061E-05,11,0.545454545,688.9736842,0.250122733,Q4,tetracycline antibiotic
tet(30),0.000100534,2,0.142857143,688.9736842,0.019790086,Q4,tetracycline antibiotic
tcr3,0.004281025,0,0.428571429,688.9736842,0,RI=0,tetracycline antibiotic
tetA(48),0.003369931,0,0,688.9736842,0,RI=0,tetracycline antibiotic
otrC,0.007847065,0,0,688.9736842,0,RI=0,tetracycline antibiotic
otr(B),0.002096081,0,0.461538462,688.9736842,0,RI=0,tetracycline antibiotic
tetB(48),0.002155857,0,0,688.9736842,0,RI=0,tetracycline antibiotic
tet(V),0.003471331,0,0.111111111,688.9736842,0,RI=0,tetracycline antibiotic
otr(A),0.087207372,1,0,688.9736842,0,RI=0,tetracycline antibiotic
tet36,0.037290096,3,0,688.9736842,0,RI=0,tetracycline antibiotic
tet(43),0.000333683,0,0,688.9736842,0,RI=0,tetracycline antibiotic
tet44,1.761856903,0,0,688.9736842,0,RI=0,tetracycline antibiotic
tet(35),0.053439974,4,0,688.9736842,0,RI=0,tetracycline antibiotic
tetA(46),0.508725507,0,0.833333333,688.9736842,0,RI=0,tetracycline antibiotic
tet(55),0,0,0.25,688.9736842,0,RI=0,tetracycline antibiotic
tetT,0.01482969,0,0.222222222,688.9736842,0,RI=0,tetracycline antibiotic
tet(49),0,0,0,688.9736842,0,RI=0,tetracycline antibiotic
tet(H),0.001362017,9,0,688.9736842,0,RI=0,tetracycline antibiotic
tet(31),0.000169181,4,0,688.9736842,0,RI=0,tetracycline antibiotic
tetB(46),0.476979182,0,0.875,688.9736842,0,RI=0,tetracycline antibiotic
tet(57),0.000263443,0,0.571428571,688.9736842,0,RI=0,tetracycline antibiotic
tet(56),0,3,0.166666667,688.9736842,0,RI=0,tetracycline antibiotic
Tet(47),0,0,0,688.9736842,0,RI=0,tetracycline antibiotic
tet(50),0,0,0.166666667,688.9736842,0,RI=0,tetracycline antibiotic
tet(48),0,2,0,688.9736842,0,RI=0,tetracycline antibiotic
tet(54),0,0,0,688.9736842,0,RI=0,tetracycline antibiotic
tet(51),0,0,0.2,688.9736842,0,RI=0,tetracycline antibiotic
tet(53),0,0,0,688.9736842,0,RI=0,tetracycline antibiotic
tet(52),0,0,0,688.9736842,0,RI=0,tetracycline antibiotic
tet37,0.58372491,0,0.5,688.9736842,0,RI=0,tetracycline antibiotic
cpxA,14.50715953,42,0.947799097,56.96202016,32895.2621,Q1,Multidrug
baeR,10.34195304,59,0.852713178,56.96202016,29637.59308,Q1,Multidrug
baeS,8.292210082,62,0.936199723,56.96202016,27416.74401,Q1,Multidrug
APH(6)-Id,16.14433951,345,0.846703297,56.10526316,264590.4907,Q1,aminoglycoside antibiotic
APH(3'')-Ib,14.87423793,329,0.843956044,56.10526316,231714.9493,Q1,aminoglycoside antibiotic
AAC(6')-Ie-APH(2'')-Ia,10.9882235,102,0.869879518,56.10526316,54700.38275,Q1,aminoglycoside antibiotic
acrD,11.73866309,74,0.831524738,56.10526316,40525.57033,Q1,aminoglycoside antibiotic
ANT(2'')-Ia,10.31489732,81,0.789256198,56.10526316,36997.42795,Q1,aminoglycoside antibiotic
APH(3')-IIIa,6.891904802,94,0.888888889,56.10526316,32308.60485,Q1,aminoglycoside antibiotic
kdpE,9.080591497,35,0.964640561,56.10526316,17200.90535,Q1,aminoglycoside antibiotic
APH(3')-Ia,1.288955086,261,0.832954545,56.10526316,15721.83369,Q1,aminoglycoside antibiotic
ANT(3'')-IIa,0.488527071,226,0.843156843,56.10526316,5222.867961,Q1,aminoglycoside antibiotic
AAC(3)-IId,0.648058267,162,0.869481766,56.10526316,5121.452537,Q1,aminoglycoside antibiotic
aad(6),1.076408216,75,0.872483221,56.10526316,3951.836379,Q1,aminoglycoside antibiotic
AAC(6')-Ib7,3.914515994,22,0.80952381,56.10526316,3911.415776,Q1,aminoglycoside antibiotic
aadA5,0.85864562,75,0.936877076,56.10526316,3385.021556,Q1,aminoglycoside antibiotic
ANT(4')-Ib,1.056505469,20,0.809917355,56.10526316,960.1654054,Q1,aminoglycoside antibiotic
ANT(6)-Ia,0.400214975,46,0.766129032,56.10526316,791.3282859,Q1,aminoglycoside antibiotic
APH(2'')-If,1.822583858,7,0.88,56.10526316,629.9003295,Q2,aminoglycoside antibiotic
AAC(3)-IIe,0.118139226,81,0.924528302,56.10526316,496.3670618,Q2,aminoglycoside antibiotic
aadA,0.144339087,53,0.789855072,56.10526316,339.0086973,Q2,aminoglycoside antibiotic
aadA2,0.037521277,155,0.89578714,56.10526316,292.2925423,Q2,aminoglycoside antibiotic
aadA6,1.274817098,10,0.4,56.10526316,286.095795,Q2,aminoglycoside antibiotic
aadA16,0.118472954,40,0.733333333,56.10526316,194.9773834,Q2,aminoglycoside antibiotic
aadA23,0.042279569,46,0.966666667,56.10526316,105.4796611,Q2,aminoglycoside antibiotic
AAC(6')-Ii,0.162874262,12,0.874524715,56.10526316,95.89796666,Q2,aminoglycoside antibiotic
APH(3')-IIa,0.062686711,28,0.841584158,56.10526316,82.87712388,Q2,aminoglycoside antibiotic
APH(6)-Ic,0.411150005,8,0.392857143,56.10526316,72.49842041,Q2,aminoglycoside antibiotic
AAC(3)-IIc,0.069884449,31,0.5625,56.10526316,68.3704391,Q2,aminoglycoside antibiotic
aadA22,0.068914745,19,0.875,56.10526316,64.28022831,Q2,aminoglycoside antibiotic
AAC(6')-Im,0.244255349,5,0.857142857,56.10526316,58.73147418,Q2,aminoglycoside antibiotic
ANT(6)-Ib,2.166215028,1,0.375,56.10526316,45.57602407,Q2,aminoglycoside antibiotic
aadA3,0.029078271,34,0.75,56.10526316,41.60182384,Q2,aminoglycoside antibiotic
AAC(6')-Ib10,0.006698342,93,0.877966102,56.10526316,30.68538583,Q2,aminoglycoside antibiotic
rmtF,0.06514865,9,0.921568627,56.10526316,30.31651078,Q2,aminoglycoside antibiotic
AAC(3)-Ib,0.02355589,25,0.909090909,56.10526316,30.03657739,Q2,aminoglycoside antibiotic
aadA24,0.119047848,6,0.714285714,56.10526316,28.62518935,Q2,aminoglycoside antibiotic
APH(3')-IIc,0.098506179,5,0.888888889,56.10526316,24.56317822,Q3,aminoglycoside antibiotic
aadA12,0.028911942,14,1,56.10526316,22.70956959,Q3,aminoglycoside antibiotic
rmtB,0.007232785,58,0.956521739,56.10526316,22.51292912,Q3,aminoglycoside antibiotic
APH(2'')-IIa,0.206538824,4,0.461538462,56.10526316,21.39307398,Q3,aminoglycoside antibiotic
aadA8,0.037801736,9,1,56.10526316,19.08788717,Q3,aminoglycoside antibiotic
APH(4)-Ia,0.005485415,58,0.902040816,56.10526316,16.10153567,Q3,aminoglycoside antibiotic
APH(3')-Ib,0.091221507,4,0.75,56.10526316,15.35401997,Q3,aminoglycoside antibiotic
aadA17,0.032962868,11,0.75,56.10526316,15.25747045,Q3,aminoglycoside antibiotic
aadA15,0.032767381,8,0.857142857,56.10526316,12.60632607,Q3,aminoglycoside antibiotic
AAC(6')-Ib9,0.00340855,74,0.865671642,56.10526316,12.25062276,Q3,aminoglycoside antibiotic
ANT(3'')-IIc,0.011276273,19,1,56.10526316,12.02050661,Q3,aminoglycoside antibiotic
APH(2'')-Ig,0.090372819,4,0.583333333,56.10526316,11.83091186,Q3,aminoglycoside antibiotic
AAC(3)-IV,0.003230226,68,0.778156997,56.10526316,9.589867942,Q3,aminoglycoside antibiotic
aadA11,0.03040432,19,0.25,56.10526316,8.102751392,Q3,aminoglycoside antibiotic
amrB,0.074948244,4,0.448369565,56.10526316,7.54155982,Q3,aminoglycoside antibiotic
AAC(6')-Ib8,0.006647659,29,0.515151515,56.10526316,5.571925512,Q3,aminoglycoside antibiotic
AAC(6')-If,0.026453449,3,1,56.10526316,4.452533127,Q3,aminoglycoside antibiotic
AAC(6')-Ib4,0.003609617,22,0.540540541,56.10526316,2.408328294,Q3,aminoglycoside antibiotic
AAC(6')-Ib3,0.00452603,9,1,56.10526316,2.285406864,Q3,aminoglycoside antibiotic
aadA13,0.009479691,7,0.545454545,56.10526316,2.030740222,Q3,aminoglycoside antibiotic
AAC(3)-Ib/AAC(6')-Ib'',0.002029742,21,0.80952381,56.10526316,1.935946274,Q3,aminoglycoside antibiotic
AAC(6')-IIa,0.002476059,17,0.714285714,56.10526316,1.686885127,Q3,aminoglycoside antibiotic
APH(2'')-IVa,0.009597817,3,1,56.10526316,1.615464073,Q4,aminoglycoside antibiotic
APH(3')-VIa,0.000622161,47,0.906976744,56.10526316,1.487992257,Q4,aminoglycoside antibiotic
AAC(6')-Ib,0.002478219,8,1,56.10526316,1.1123292,Q4,aminoglycoside antibiotic
APH(3')-VI,0.000440457,37,0.945205479,56.10526316,0.864241881,Q4,aminoglycoside antibiotic
aadA10,0.003305651,8,0.571428571,56.10526316,0.847837394,Q4,aminoglycoside antibiotic
aadA7,0.00150346,10,0.785714286,56.10526316,0.662765993,Q4,aminoglycoside antibiotic
rmtD,0.0038443,3,1,56.10526316,0.647056311,Q4,aminoglycoside antibiotic
APH(3')-IIb,0.011048923,1,0.985337243,56.10526316,0.610813265,Q4,aminoglycoside antibiotic
AAC(6')-Ib',0.002333923,8,0.166666667,56.10526316,0.174593807,Q4,aminoglycoside antibiotic
rmtG,0.001364904,5,0.428571429,56.10526316,0.164096399,Q4,aminoglycoside antibiotic
AAC(6')-Ic,0.000158394,15,0.851239669,56.10526316,0.113471492,Q4,aminoglycoside antibiotic
aadA4,0.006725487,2,0.142857143,56.10526316,0.107810061,Q4,aminoglycoside antibiotic
AAC(6')-Ian,0.000186277,13,0.793103448,56.10526316,0.107754911,Q4,aminoglycoside antibiotic
APH(3')-VIIa,0.005051505,1,0.375,56.10526316,0.106281001,Q4,aminoglycoside antibiotic
AAC(6')-IIc,0.000237272,19,0.42,56.10526316,0.106231612,Q4,aminoglycoside antibiotic
aphA15,0.000116516,15,0.714285714,56.10526316,0.070040989,Q4,aminoglycoside antibiotic
aadK,0.000186459,3,0.89673913,56.10526316,0.028143328,Q4,aminoglycoside antibiotic
AAC(6')-Iae,0.00029392,4,0.4,56.10526316,0.026384697,Q4,aminoglycoside antibiotic
amrA,0.000680107,1,0.549828179,56.10526316,0.020980102,Q4,aminoglycoside antibiotic
APH(2'')-Ie,0.000420356,7,0.043478261,56.10526316,0.007177795,Q4,aminoglycoside antibiotic
APH(6)-Ia,0.000103319,3,0.342592593,56.10526316,0.005957743,Q4,aminoglycoside antibiotic
AAC(2')-Ic,8.88302E-05,1,0.934640523,56.10526316,0.004658099,Q4,aminoglycoside antibiotic
AAC(6')-Iag,0.000110617,2,0.090909091,56.10526316,0.001128403,Q4,aminoglycoside antibiotic
aadS,12.63689529,21,0,56.10526316,0,RI=0,aminoglycoside antibiotic
aadA8b,0.049306539,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
aadA25,0.068722165,2,0,56.10526316,0,RI=0,aminoglycoside antibiotic
aadA21,0.041576062,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-IIIb,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
apmA,0.008042196,0,0.25,56.10526316,0,RI=0,aminoglycoside antibiotic
rmtE2,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
aadA27,0.020950886,0,0.666666667,56.10526316,0,RI=0,aminoglycoside antibiotic
Pseudomonas aeruginosa emrE,0.017580778,0,1,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(6)-Ib,0,0,0.2,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Isa,0.000151249,1,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ib-SK,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(2')-Id,0.000454977,3,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-Xa,0,2,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-Ia,0,26,0.848484848,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(7'')-Ia,0,4,0.493975904,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(3')-Va,0,2,0.142857143,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-VIIa,0,3,0.142857143,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-Id,0,7,0.666666667,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ia,0,6,0.857142857,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-VIIIa,0,7,0.166666667,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(3'')-Ia,8.22609E-05,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
aadA9,0.022498943,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
aadA14,0.000170842,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
spd,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-31,0,9,0.090909091,56.10526316,0,RI=0,aminoglycoside antibiotic
aadA6/aadA10,0.002686209,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(2'')-IIIa,0.000290689,1,0,56.10526316,0,RI=0,aminoglycoside antibiotic
ANT(3'')-Ii-AAC(6')-IId fusion protein,0.001469727,0,1,56.10526316,0,RI=0,aminoglycoside antibiotic
ANT(9)-Ia,0,22,0.884792627,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ib-Hangzhou,0.002891909,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(2')-Ia,0,0,0.666666667,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ib11,0.003922926,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
ANT(4')-IIa,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
ANT(4')-Ia,0,0,0.2,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-IIa,0.047100893,4,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-30/AAC(6')-Ib' fusion protein,0.002371203,0,1,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iad,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ib-Suzhou,0.005414115,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(2')-IIa,0,4,0.2,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-IIIc,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iai,0,0,0.625,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(3')-VIIIa,0,1,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(2')-Ib,0,1,0.25,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Is,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
rmtE,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iaj,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
aacA43,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(2')-Ie,0,1,0.271186441,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(3')-Vc,0,1,0,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(3')-Vb,0.000151247,0,0.121212121,56.10526316,0,RI=0,aminoglycoside antibiotic
kamB,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(2')-IIb,0,2,0.545454545,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(3'')-Ic,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(3')-IX,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iak,0.002103822,0,0.6,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iz,0.018137053,0,0.84,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ih,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
ANT(3'')-IIb,0,9,0.833333333,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-IIIa,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
sgm,0,2,0.111111111,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ir,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(9)-Ib,0,1,0.125,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(9)-Ia,0,0,0.7,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-32,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ix,0,0,1,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-VIa,0,21,0.842105263,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iid,0.019223883,0,0.76,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iih,0.001040976,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
ANT(4')-IIb,0,4,0.535714286,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-IIb,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-IIb,0,2,0.083333333,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Il,0,19,0.44,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iw,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
cpaA,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-34,0,2,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iv,0,0,0.5,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-33,0,2,1,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-29a,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
rmtD2,0.017043679,1,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-29b,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ig,0,7,1,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ij,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-It,0,1,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-Ic,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-I30,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
npmA,0.100181005,0,0.5,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(3')-IVa,0,1,0.5,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iu,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Ip,0,0,1,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(3)-IXa,0,7,0,56.10526316,0,RI=0,aminoglycoside antibiotic
APH(3')-VIII,0.000247222,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iq,0,0,0,56.10526316,0,RI=0,aminoglycoside antibiotic
armA,0,25,0.909090909,56.10526316,0,RI=0,aminoglycoside antibiotic
AAC(6')-Iaf,0,5,0.933333333,56.10526316,0,RI=0,aminoglycoside antibiotic
rmtA,0,2,0.2,56.10526316,0,RI=0,aminoglycoside antibiotic
rmtH,0,2,0,56.10526316,0,RI=0,aminoglycoside antibiotic
cphA2,5.51587E-05,2,0.933333333,20.02631579,0.002061966,Q4,Beta-lactams
MSI-1,0.000584679,0,0.25,20.02631579,0,RI=0,Beta-lactams
BKC-1,0.003314888,0,0,20.02631579,0,RI=0,Beta-lactams
Vibrio cholerae varG,0.00805591,0,0.611940299,20.02631579,0,RI=0,Beta-lactams
BJP-1 beta-lactamase,6.91897E-05,0,0,20.02631579,0,RI=0,Beta-lactams
MSI-OXA,0.000599444,2,0,20.02631579,0,RI=0,Beta-lactams
MUS-2 beta-lactamase,0,0,0,20.02631579,0,RI=0,Beta-lactams
imiH,0,6,1,20.02631579,0,RI=0,Beta-lactams
MUS-1 beta-lactamase,0,0,0,20.02631579,0,RI=0,Beta-lactams
IND-1,0.000708116,0,0,20.02631579,0,RI=0,Beta-lactams
IND-14,0,0,0,20.02631579,0,RI=0,Beta-lactams
IND-5,0,0,0.5,20.02631579,0,RI=0,Beta-lactams
IND-8,0,0,0,20.02631579,0,RI=0,Beta-lactams
cphA5,0,11,1,20.02631579,0,RI=0,Beta-lactams
imiS,7.10054E-05,0,0.666666667,20.02631579,0,RI=0,Beta-lactams
IND-9,0,0,0,20.02631579,0,RI=0,Beta-lactams
CPS-1,0,1,0,20.02631579,0,RI=0,Beta-lactams
