qseqid	sseqid	identity	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	aro_accession	ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	vfw1	vfw2	vfw3	vfw4	vfw5	vfw6	vfw7	vfw8	vfw9	vfd1	vfd2	vfd3	vfd4	vfd5	vfd6	vfd7	vfd8	vfd9	spw1	spw2	spw3	spw4	spw5	spw6	spw7	spw8	spw9	spd1	spd2	spd3	spd4	spd5	spd6	spd7	spd8	spd9	kingdom	phylum	class	order	family	genus	species
seq_06061660	gb|CAA09666.1|ARO:3004122|Klebsiella	63.2	190	67	2	1	187	1	190	1.8e-61	241.1	ARO:3004122	ARO:3004122	41247	4406	2785	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae OmpK37	CAA09666.1	AJ011502.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.233376	0.233057	0.06571	0.251056	0.138694	0.195357	0.058316	0.112203	0.515801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08047456	gb|CAA09666.1|ARO:3004122|Klebsiella	65.1	258	67	3	101	352	1	241	7.5e-76	288.9	ARO:3004122	ARO:3004122	41247	4406	2785	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae OmpK37	CAA09666.1	AJ011502.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149189	0.038357	0.216886	0.130373	0.117859	0.111075	0.095594	0.338637	0.348265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057633	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08316819	gb|CAA09666.1|ARO:3004122|Klebsiella	69.4	144	42	2	27	170	1	142	1.6e-54	218.0	ARO:3004122	ARO:3004122	41247	4406	2785	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae OmpK37	CAA09666.1	AJ011502.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016715	0.0	0.0	0.126546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_06009090	gb|CAA09666.1|ARO:3004122|Klebsiella	63.0	376	128	8	1	374	1	367	1.8e-125	453.8	ARO:3004122	ARO:3004122	41247	4406	2785	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae OmpK37	CAA09666.1	AJ011502.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.397523	0.264325	0.183689	0.117737	0.168239	0.219431	0.273948	0.275502	0.350674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_05882804	gb|CAA09666.1|ARO:3004122|Klebsiella	74.7	383	82	5	1	374	1	377	3.2e-159	565.8	ARO:3004122	ARO:3004122	41247	4406	2785	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae OmpK37	CAA09666.1	AJ011502.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic	0.056618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455259	0.318663	0.2531	0.113502	0.259501	0.308568	0.343386	0.239133	0.445152	0.0	0.032078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08261126	gb|CAA09666.1|ARO:3004122|Klebsiella	72.0	161	45	0	1	161	1	161	2.8e-62	243.8	ARO:3004122	ARO:3004122	41247	4406	2785	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae OmpK37	CAA09666.1	AJ011502.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205929	0.090861	0.107864	0.25212	0.288309	0.528752	0.57775	0.342244	0.330072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142363	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_05663762	gb|CAA09666.1|ARO:3004122|Klebsiella	70.5	129	22	3	262	374	1	129	8.3e-43	179.1	ARO:3004122	ARO:3004122	41247	4406	2785	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae OmpK37	CAA09666.1	AJ011502.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85333	0.32514	0.578454	0.231113	0.0	0.953005	0.232864	0.679691	1.55757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_09677640	gb|ADZ12699.1|ARO:3005091|RanA	60.2	191	76	0	1	191	1	191	1.3e-58	231.1	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.214777	0.126603	0.150443	0.173165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.892586	0.0	0.141043	0.0	0.0	0.0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Marinilabiliales	f__unknown	g__unknown	s__Marinilabiliales bacterium
seq_02357460	gb|ADZ12699.1|ARO:3005091|RanA	63.5	203	74	0	45	247	1	203	2.7e-69	266.5	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.584796	0.0	0.161716	0.0	0.046814	0.0	0.0	0.0	0.065509	0.0	0.0	0.0	0.0	0.095982	0.0	0.065347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Arenibacter	s__Arenibacter sp. P308M17
seq_02368050	gb|ADZ12699.1|ARO:3005091|RanA	69.8	169	51	0	87	255	1	169	6.1e-61	238.8	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.311477	0.0	0.163424	0.0	0.069763	0.144752	0.0	0.0	0.0	0.0	0.0	0.14787	0.389196	0.0	0.0	0.38665	0.0	0.0	0.0	0.0	0.0	0.0	0.128208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Winogradskyella	s__Winogradskyella algicola
seq_06087097	gb|ADZ12699.1|ARO:3005091|RanA	61.5	169	65	0	80	248	1	169	1.3e-58	231.1	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35821	0.553662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127783	0.0	0.089475	0.0	0.0	0.0	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tenacibaculum	s__Tenacibaculum maritimum
seq_07488370	gb|ADZ12699.1|ARO:3005091|RanA	62.7	255	95	0	1	255	1	255	2.1e-85	320.1	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050563	0.115594	0.0	0.328202	0.28163	0.306389	0.0	0.057109	0.061744	0.0	0.0	0.04065	0.0	0.145885	0.11303	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Jejuia	s__Jejuia pallidilutea
seq_00478680	gb|ADZ12699.1|ARO:3005091|RanA	63.5	200	73	0	56	255	1	200	3.7e-66	256.1	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.113728	0.13123	0.066706	0.0996	0.0	0.81975	0.446601	0.0	0.0	0.0	0.0	0.0	0.0	0.057254	0.0	0.0	0.0	0.083206	0.0	0.0	0.134044	0.287521	0.0	0.191678	0.0	0.078924	0.0	0.0	0.0	0.0	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Psychroserpens	s__Psychroserpens jangbogonensis
seq_07113266	gb|ADZ12699.1|ARO:3005091|RanA	62.8	183	68	0	39	221	1	183	5.499999999999999e-62	242.3	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094864	1.08446	0.100476	0.261902	0.0	0.243259	0.0	0.0	0.116825	0.0	0.0	0.0	0.0	0.0	0.533912	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Lacinutrix	s__Lacinutrix himadriensis
seq_06120230	gb|ADZ12699.1|ARO:3005091|RanA	66.8	202	67	0	1	202	1	202	3.8e-71	272.7	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.311682	0.0	0.0	0.0	0.0	0.0	0.101457	0.0	0.0	0.0	0.066001	0.0	0.089278	0.0	0.28356	0.067415	0.0	0.088349	0.412091	0.0	0.0	0.0	0.0	0.17439	0.379552	0.0	0.184087	0.125494	0.0	0.074584	0.0	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda aequoris
seq_04549373	gb|ADZ12699.1|ARO:3005091|RanA	65.3	176	61	0	1	176	1	176	4.4000000000000015e-59	232.6	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.064271	0.0	0.0	0.339348	0.172674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Mesoflavibacter	
seq_10233028	gb|ADZ12699.1|ARO:3005091|RanA	63.4	216	79	0	3	218	1	216	1.6e-72	277.3	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079304	0.068509	0.385082	0.0	0.0	0.0	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Lutibacter	s__Lutibacter agarilyticus
seq_05609809	gb|ADZ12699.1|ARO:3005091|RanA	64.5	248	88	0	1	248	1	248	5.3e-89	332.0	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.030808	0.0	0.0	0.0	0.0	0.06578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.776907	1.41438	1.63775	0.103107	0.05893	0.0	0.0	0.0	0.110988	0.06312	0.174677	0.0	0.540187	0.568241	0.165848	0.0	0.148763	0.0	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda sp. CP2A
seq_05836151	gb|ADZ12699.1|ARO:3005091|RanA	65.1	252	88	0	1	252	2	253	9.7e-91	337.8	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.034985	0.0	0.0	0.0	0.0	0.044528	0.045213	0.0	0.0	0.0	0.058417	0.0	0.114524	0.0	0.0	0.0	0.258969	0.458716	0.363943	0.051554	0.235718	0.0	0.0	0.0	0.044614	0.189361	0.116451	1.00746	0.23949	0.464924	0.373157	0.0	0.0	0.172899	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda sp. CP2A
seq_01261859	gb|ADZ12699.1|ARO:3005091|RanA	64.6	178	63	0	44	221	1	178	3.1999999999999998e-62	243.0	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.184325	0.0	0.090611	0.0	0.060996	0.257972	0.0	0.162119	0.164933	0.0	0.118143	0.258995	0.0	0.0	0.10894	0.418323	0.127111	0.22815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345342	0.200211	0.0	0.0	0.0	0.110795	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Lutibacter	s__Lutibacter flavus
seq_05887481	gb|ADZ12699.1|ARO:3005091|RanA	64.5	248	88	0	1	248	1	248	1.2e-88	330.9	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.343571	0.0	0.0	0.0	0.292012	0.382264	0.227465	0.051554	0.0	0.0	0.0	0.0	0.044614	0.06312	0.058226	0.503729	0.444758	0.131207	0.574904	0.0	0.0	0.172899	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda aequoris
seq_07111356	gb|ADZ12699.1|ARO:3005091|RanA	64.2	218	78	0	38	255	1	218	3.1000000000000003e-73	279.6	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.862679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Confluentibacter	s__Confluentibacter flavum
seq_06340350	gb|ADZ12699.1|ARO:3005091|RanA	64.7	170	60	0	1	170	1	170	8.3e-58	228.4	ARO:3005091	ARO:3005091	43304	6125	3825	RanA	RanA	ADZ12699.1	CP002562.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160278	0.736997	0.110586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.388676	0.0	0.816663	0.0	0.0	0.0	d__Bacteria	p__Bacteroidetes	c__unknown	o__unknown	f__unknown	g__unknown	s__Bacteroidetes bacterium
seq_07670963	gb|CDO13836.1|ARO:3005044|OmpA	84.0	356	47	2	19	374	1	346	1.6e-163	580.1	ARO:3005044	ARO:3005044	43242	6080	3787	OmpA	OmpA	CDO13836.1	FO834906.1	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215459	0.214872	0.199073	0.095809	0.109524	0.208073	0.445662	0.238905	0.36145	0.0	0.072197	0.0	0.0	0.0	0.0	0.0	0.0	0.035577	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_02310071	gb|BAE78084.1|ARO:3003548|mdtN	62.9	170	63	0	121	290	2	171	1.4e-49	201.4	ARO:3003548	ARO:3003548	40150	4705	1442	mdtN	mdtN	BAE78084.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.0	0.101933	0.0	0.0	0.0	0.0	0.311898	0.0	0.0	0.0	0.202973	0.43744	0.432242	0.139195	0.122384	0.190611	0.0	0.0	0.090741	0.0	0.0	0.0	0.0	0.0	0.101563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__Paraburkholderia sp. BL25I1N1
seq_00233246	gb|BAE78084.1|ARO:3003548|mdtN	60.7	183	72	0	84	266	1	183	3.8e-50	203.4	ARO:3003548	ARO:3003548	40150	4705	1442	mdtN	mdtN	BAE78084.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.0	0.0	0.136488	0.0	0.117443	0.249772	0.135861	0.078427	0.079788	0.0	0.568763	0.124813	0.0	0.0	0.105078	0.325666	0.0	0.109933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__Paraburkholderia sp. BL25I1N1
seq_01012533	gb|BAE78084.1|ARO:3003548|mdtN	68.4	193	61	0	111	303	1	193	2.7e-64	250.4	ARO:3003548	ARO:3003548	40150	4705	1442	mdtN	mdtN	BAE78084.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.160683	0.0	0.0	0.0	0.10429	0.0	0.490466	0.0	0.143911	0.324398	0.202348	0.445357	0.097199	0.212736	0.657525	0.072526	0.0	0.196024	0.0	0.0	0.0	0.0	0.0	0.090094	0.0	0.077663	0.072626	0.0	0.0	0.0	0.0	0.0	0.0	0.158356	0.0	0.47626	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_01855246	gb|BAE78084.1|ARO:3003548|mdtN	62.9	342	122	2	4	343	7	345	1.7e-111	407.1	ARO:3003548	ARO:3003548	40150	4705	1442	mdtN	mdtN	BAE78084.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.156931	0.158034	0.0	0.0	0.144179	0.089828	0.0	0.0	0.084702	0.056959	0.110327	0.111587	0.035489	0.117999	0.14035	0.079695	0.160955	0.382434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038386	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__Paraburkholderia sp. BL27I4N3
seq_01761792	gb|BAE78084.1|ARO:3003548|mdtN	63.0	235	87	0	39	273	1	235	3.3e-70	270.0	ARO:3003548	ARO:3003548	40150	4705	1442	mdtN	mdtN	BAE78084.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.086924	0.050105	0.0	0.074547	0.0	0.0	0.066372	0.146186	0.129733	0.0	0.074913	0.336134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__Paraburkholderia sp. BL6669N2
seq_05561610	gb|BAE78084.1|ARO:3003548|mdtN	100.0	343	0	0	1	343	1	343	5.4e-182	641.3	ARO:3003548	ARO:3003548	40150	4705	1442	mdtN	mdtN	BAE78084.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.599708	0.531614	0.602109	0.226304	0.238535	0.491395	0.270666	0.452654	0.422134	0.0	0.146167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_03749816	gb|BAE78084.1|ARO:3003548|mdtN	67.4	190	62	0	99	288	1	190	1.3e-61	241.5	ARO:3003548	ARO:3003548	40150	4705	1442	mdtN	mdtN	BAE78084.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.0	0.412915	0.0	0.0	0.215899	0.0	0.0	0.0	0.0	0.311374	0.0	0.0	0.0	0.0	0.097023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196895	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__Paraburkholderia sp. BL25I1N1
seq_00392220	gb|BAE78084.1|ARO:3003548|mdtN	67.5	157	51	0	187	343	1	157	2.7e-56	223.8	ARO:3003548	ARO:3003548	40150	4705	1442	mdtN	mdtN	BAE78084.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.167636	0.067838	0.282623	0.308134	0.0	0.0	0.417592	0.263138	0.575237	0.630566	0.320748	0.845162	0.0	0.0	0.0	0.0	0.237284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__Paraburkholderia caribensis
seq_00439131	gb|BAE78084.1|ARO:3003548|mdtN	68.1	188	60	0	155	342	1	188	1.7e-66	257.7	ARO:3003548	ARO:3003548	40150	4705	1442	mdtN	mdtN	BAE78084.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.33457	0.166838	0.253089	0.0	0.0	0.587082	0.255193	0.073645	0.074902	0.0	0.423481	0.349104	0.30499	0.111161	0.392397	0.455074	0.228347	0.307399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
